BAND_NUMBER,BAND_NAME,LONGITUDE,LATITUDE,COORD_SYS
185,Ginoogaming First Nation,-86.54424225999998,49.75792014899997,GCS_North_American_1983_CSRS
380,Nekaneet,-109.198160739,49.675163715,GCS_North_American_1983_CSRS
476,Loon River Cree,-115.39561099000002,56.535556199999974,GCS_North_American_1983_CSRS
161,Curve Lake,-78.37530686100001,44.462531619,GCS_North_American_1983_CSRS
567,Samahquam,-122.54109107199997,50.051308973000005,GCS_North_American_1983_CSRS
388,Wood Mountain,-106.44930744300001,49.335381133,GCS_North_American_1983_CSRS
761,K'atlodeeche First Nation,-115.754696271,60.83697196700001,GCS_North_American_1983_CSRS
768,Ka'a'gee Tu First Nation,-117.41668701200001,60.94000244099999,GCS_North_American_1983_CSRS
477,Tthebatthie Denesuliné Nation,-111.83949591200002,59.98863078400001,GCS_North_American_1983_CSRS
281,Skownan First Nation,-99.59829494600001,51.96862137699998,GCS_North_American_1983_CSRS
473,Bearspaw,-114.84628754800002,51.17001291999998,GCS_North_American_1983_CSRS
352,Hatchet Lake,-103.15756444499999,58.110963787,GCS_North_American_1983_CSRS
626,Kwakiutl,-127.410863646,50.69371064500001,GCS_North_American_1983_CSRS
342,Moosomin,-108.31650858900002,53.08272775500001,GCS_North_American_1983_CSRS
460,Beaver Lake Cree Nation,-111.90744417299999,54.68092453899999,GCS_North_American_1983_CSRS
624,K'ómoks First Nation,-124.95890381200002,49.67876869999998,GCS_North_American_1983_CSRS
547,Blueberry River First Nations,-121.11241319700002,56.70404079899998,GCS_North_American_1983_CSRS
570,Shxwhá:y Village,-121.98892360600001,49.16896980299998,GCS_North_American_1983_CSRS
87,La Nation Innu Matimekush-Lac John,-66.81399975199997,54.804513765000024,GCS_North_American_1983_CSRS
226,Mattagami,-81.52231999999998,47.79888,GCS_North_American_1983_CSRS
